0,オンボロ風の壁,R,内観・外観：壁紙,,,,9,9,6.75,,ベーシック,－,スペシャル,オンボロ風の内観シリーズ
1,オンボロ風の床,R,内観・外観：床,,,,9,9,6.75,,ベーシック,－,スペシャル,オンボロ風の内観シリーズ
2,ウサギのぬいぐるみ,SSR,雑貨：小型雑貨,1,,,7,6,3.5,1.75,ユニーク,ポップ,ハーツラビュル,オリジナルぬいぐるみシリーズ
3,ハイエナたちのぬいぐるみ,SSR,雑貨：小型雑貨,1,,,7,6,3.5,1.75,ユニーク,ポップ,サバナクロー,オリジナルぬいぐるみシリーズ
4,ポリプスのぬいぐるみ,SSR,雑貨：小型雑貨,1,,,7,6,3.5,1.75,ユニーク,ポップ,オクタヴィネル,オリジナルぬいぐるみシリーズ
5,オウムのぬいぐるみ,SSR,雑貨：小型雑貨,1,,,7,6,3.5,1.75,ユニーク,ポップ,スカラビア,オリジナルぬいぐるみシリーズ
6,カラスのぬいぐるみ,SSR,雑貨：小型雑貨,1,,,7,6,3.5,1.75,ユニーク,ポップ,ポムフィオーレ,オリジナルぬいぐるみシリーズ
7,子分たちのぬいぐるみ,SSR,雑貨：小型雑貨,1,,,7,6,3.5,1.75,ユニーク,ポップ,イグニハイド,オリジナルぬいぐるみシリーズ
8,手下のぬいぐるみ,SSR,雑貨：小型雑貨,1,,,7,6,3.5,1.75,ユニーク,ポップ,ディアソムニア,オリジナルぬいぐるみシリーズ
9,ガラ・クチュール（レオナ）,SR,雑貨：小型雑貨,1,,,8,,6,,エレガント,－,なし,フェアリーガラシリーズ
10,妖精の鈴,SSR,家具：その他,2,,,12,,9,,エレガント,－,なし,フェアリーガラシリーズ
11,妖精たちの装飾（上）①,SR,内観・外観：前景,,,,14,,10.5,,エレガント,－,なし,フェアリーガラシリーズ
12,妖精たちの装飾（上）②,SR,内観・外観：前景,,,,14,,10.5,,エレガント,－,なし,フェアリーガラシリーズ
13,オンボロ風のラグ,R,装飾：ラグ,,9,,9,5,4.5,2.25,ベーシック,ポップ,スペシャル,－
14,オンボロ風の棚,R,家具：収納,1,,,5,5,3.75,,ベーシック,－,スペシャル,－
15,オンボロ風のライト,R,装飾：壁装飾,,,1,3,3,2.25,,ベーシック,－,スペシャル,－
16,オンボロ風のパーティション,R,装飾：パーティション,1,,,3,3,2.25,,ベーシック,－,スペシャル,－
17,ツナ缶タワー,R,雑貨：小型雑貨,1,,,3,3,2.25,,ベーシック,－,スペシャル,－
18,オンボロ風の本棚,SR,家具：収納,2,,,6,5,3,1.5,ベーシック,ポップ,スペシャル,－
19,オンボロ風の椅子,R,家具：椅子,1,,,5,5,3.75,,ベーシック,－,スペシャル,－
20,オンボロ風のソファ,SR,家具：椅子,1,,,4,4,2,1,ポップ,スタイリッシュ,スペシャル,－
21,オンボロ風の小さい机,R,家具：机,1,,,5,5,3.75,,ポップ,－,スペシャル,－
22,スタイリッシュな絵画（黒）,R,装飾：壁装飾,,,1,6,,4.5,,スタイリッシュ,－,なし,－
23,ベーシックなモノクロの絵画,R,装飾：壁装飾,,,1,6,,4.5,,ベーシック,－,なし,－
24,エレガントな金縁の絵画,R,装飾：壁装飾,,,1,6,,4.5,,エレガント,－,なし,－
25,ポップでカラフルな絵画,R,装飾：壁装飾,,,1,6,,4.5,,ポップ,－,なし,－
26,ユニークな抽象画,R,装飾：壁装飾,,,1,6,,4.5,,ユニーク,－,なし,－
27,スタイリッシュなライト（黒）,R,装飾：壁装飾,,,1,6,,4.5,,スタイリッシュ,－,なし,－
28,ベーシックなライト（黒）,R,装飾：壁装飾,,,1,6,,4.5,,ベーシック,－,なし,－
29,エレガントなライト（白）,R,装飾：壁装飾,,,1,6,,4.5,,エレガント,－,なし,－
30,ポップでカラフルなライト,R,装飾：壁装飾,,,1,6,,4.5,,ポップ,－,なし,－
31,ユニークなライト（白）,R,装飾：壁装飾,,,1,6,,4.5,,ユニーク,－,なし,－
32,スタイリッシュなパーティション（黒）,R,装飾：パーティション,1,,,6,,4.5,,スタイリッシュ,－,なし,－
33,ベーシックなパーティション（茶）,R,装飾：パーティション,1,,,6,,4.5,,ベーシック,－,なし,－
34,エレガントなパーティション,R,装飾：パーティション,1,,,6,,4.5,,エレガント,－,なし,－
35,ポップでカラフルなパーティション,R,装飾：パーティション,1,,,6,,4.5,,ポップ,－,なし,－
36,ユニークな曲がったパーティション,R,装飾：パーティション,1,,,6,,4.5,,ユニーク,－,なし,－
37,スタイリッシュなモビール（青）,R,家具：その他,1,,,6,,4.5,,スタイリッシュ,－,なし,－
38,ベーシックなゴム風船,R,家具：その他,1,,,6,,4.5,,ベーシック,－,なし,－
39,エレガントな鳥かご（金）,R,家具：その他,1,,,6,,4.5,,エレガント,－,なし,－
40,ポップでカラフルなモビール,R,家具：その他,1,,,6,,4.5,,ポップ,－,なし,－
41,ユニークなゴム風船,R,家具：その他,1,,,6,,4.5,,ユニーク,－,なし,－
42,スタイリッシュな大きな葉の観葉植物,R,家具：その他,1,,,6,,4.5,,スタイリッシュ,－,なし,－
43,ベーシックな革のトランクケース,R,家具：その他,1,,,6,,4.5,,ベーシック,－,なし,－
44,エレガントな映写機（白）,R,家具：その他,1,,,6,,4.5,,エレガント,－,なし,－
45,ポップでカラフルなボール,R,家具：その他,1,,,6,,4.5,,ポップ,－,なし,－
46,ユニークな机とゴーストカメラ,R,家具：その他,1,,,6,,4.5,,ユニーク,－,なし,－
47,スタイリッシュな椅子（黒）,R,家具：椅子,1,,,6,,4.5,,スタイリッシュ,－,なし,－
48,ベーシックな椅子（茶）,R,家具：椅子,1,,,6,,4.5,,ベーシック,－,なし,－
49,エレガントな椅子（白）,R,家具：椅子,1,,,6,,4.5,,エレガント,－,なし,－
50,ポップな椅子（ピンク）,R,家具：椅子,1,,,6,,4.5,,ポップ,－,なし,－
51,ユニークな曲がった椅子,R,家具：椅子,1,,,6,,4.5,,ユニーク,－,なし,－
52,スタイリッシュな小さい机,R,家具：机,1,,,6,,4.5,,スタイリッシュ,－,なし,－
53,ベーシックな小さい机,R,家具：机,1,,,6,,4.5,,ベーシック,－,なし,－
54,エレガントな小さい机,R,家具：机,1,,,6,,4.5,,エレガント,－,なし,－
55,ポップな小さい机,R,家具：机,1,,,6,,4.5,,ポップ,－,なし,－
56,ユニークな小さい机,R,家具：机,1,,,6,,4.5,,ユニーク,－,なし,－
57,オンボロ風の前景（上）①,R,内観・外観：前景,,,,6,6,3,1.5,ベーシック,ポップ,スペシャル,オンボロ風の内観シリーズ
58,オンボロ風の前景（上）②,R,内観・外観：前景,,,,6,6,3,1.5,ユニーク,ポップ,スペシャル,オンボロ風の内観シリーズ
59,オンボロ風の前景（下）①,R,内観・外観：前景,,,,6,6,3,1.5,ユニーク,ポップ,スペシャル,オンボロ風の内観シリーズ
60,オンボロ風の前景（下）②,R,内観・外観：前景,,,,6,6,3,1.5,ベーシック,ポップ,スペシャル,オンボロ風の内観シリーズ
61,オンボロ風の窓,R,装飾：壁装飾,,,1,3,3,2.25,,ベーシック,－,スペシャル,－
62,オンボロ風の壁装飾,R,装飾：壁装飾,,,2,4,4,3,,ベーシック,－,スペシャル,－
63,オンボロ風の棚（花）,R,家具：収納,1,,,3,3,2.25,,スタイリッシュ,－,スペシャル,－
64,オンボロ風の暖炉,SR,家具：その他,2,,,6,5,3,1.5,ベーシック,エレガント,スペシャル,－
65,オンボロ風の二人掛けソファ,SR,家具：椅子,2,,,6,5,3,1.5,ポップ,エレガント,スペシャル,－
66,オンボロ風の大きい机,SR,家具：机,6,,,8,8,4,2,ベーシック,ポップ,スペシャル,－
67,ゴーストたちのミニチュア像,SSR,雑貨：大型雑貨,3,,,6,8,3,1.5,ユニーク,ベーシック,スペシャル,－
68,スタイリッシュなふわふわのラグ,SR,装飾：ラグ,,9,,12,,9,,スタイリッシュ,－,なし,－
69,ベーシックなふわふわのラグ,SR,装飾：ラグ,,9,,12,,9,,ベーシック,－,なし,－
70,エレガントなふわふわのラグ,SR,装飾：ラグ,,9,,12,,9,,エレガント,－,なし,－
71,ポップなふわふわのラグ,SR,装飾：ラグ,,9,,12,,9,,ポップ,－,なし,－
72,ユニークなふわふわのラグ,SR,装飾：ラグ,,9,,12,,9,,ユニーク,－,なし,－
73,スタイリッシュなモノクロのシェルフ,SR,家具：収納,2,,,10,,7.5,,スタイリッシュ,－,なし,－
74,ベーシックなシェルフ（茶）,SR,家具：収納,2,,,10,,7.5,,ベーシック,－,なし,－
75,エレガントなキャビネット（白）,SR,家具：収納,2,,,10,,7.5,,エレガント,－,なし,－
76,ポップでカラフルな棚,SR,家具：収納,2,,,10,,7.5,,ポップ,－,なし,－
77,ユニークなデザイン棚,SR,家具：収納,2,,,10,,7.5,,ユニーク,－,なし,－
78,スタイリッシュな高級ソファ,SR,家具：椅子,1,,,8,,6,,スタイリッシュ,－,なし,－
79,ベーシックな高級ソファ,SR,家具：椅子,1,,,8,,6,,ベーシック,－,なし,－
80,エレガントな高級ソファ,SR,家具：椅子,1,,,8,,6,,エレガント,－,なし,－
81,ポップな高級ソファ,SR,家具：椅子,1,,,8,,6,,ポップ,－,なし,－
82,ユニークな高級ソファ,SR,家具：椅子,1,,,8,,6,,ユニーク,－,なし,－
83,ハーツラビュル風の小さい机,R,家具：机,1,,,4,4,3,,ベーシック,－,ハーツラビュル,－
84,サバナクロー風の小さい机,R,家具：机,1,,,4,4,3,,ポップ,－,サバナクロー,－
85,オクタヴィネル風の小さい机,R,家具：机,1,,,4,4,3,,エレガント,－,オクタヴィネル,－
86,スカラビア風の小さい机,R,家具：机,1,,,4,4,3,,ポップ,－,スカラビア,－
87,ポムフィオーレ風の小さい机,R,家具：机,1,,,4,4,3,,スタイリッシュ,－,ポムフィオーレ,－
88,イグニハイド風の小さい机,R,家具：机,1,,,4,4,3,,ユニーク,－,イグニハイド,－
89,ディアソムニア風の小さい机,R,家具：机,1,,,4,4,3,,ベーシック,－,ディアソムニア,－
90,ハーツラビュル風の椅子,R,家具：椅子,1,,,4,4,3,,ポップ,－,ハーツラビュル,－
91,サバナクロー風の椅子,R,家具：椅子,1,,,4,4,3,,ベーシック,－,サバナクロー,－
92,オクタヴィネル風の椅子,R,家具：椅子,1,,,4,4,3,,エレガント,－,オクタヴィネル,－
93,スカラビア風の椅子,R,家具：椅子,1,,,4,4,3,,ベーシック,－,スカラビア,－
94,ポムフィオーレ風の椅子,R,家具：椅子,1,,,4,4,3,,スタイリッシュ,－,ポムフィオーレ,－
95,イグニハイド風の椅子,R,家具：椅子,1,,,4,4,3,,スタイリッシュ,－,イグニハイド,－
96,ディアソムニア風の椅子,R,家具：椅子,1,,,4,4,3,,ベーシック,－,ディアソムニア,－
97,ハーツラビュル風の前景（上）①,SR,内観・外観：前景,,,,8,8,4,2,ベーシック,ポップ,ハーツラビュル,ハーツラビュル風の内観シリーズ
98,ハーツラビュル風の前景（上）②,SR,内観・外観：前景,,,,8,8,4,2,ユニーク,スタイリッシュ,ハーツラビュル,ハーツラビュル風の内観シリーズ
99,ハーツラビュル風の前景（下）①,SR,内観・外観：前景,,,,8,8,4,2,スタイリッシュ,ポップ,ハーツラビュル,ハーツラビュル風の内観シリーズ
100,ハーツラビュル風の前景（下）②,SR,内観・外観：前景,,,,8,8,4,2,ユニーク,ポップ,ハーツラビュル,ハーツラビュル風の内観シリーズ
101,サバナクロー風の前景（上）①,SR,内観・外観：前景,,,,8,8,4,2,ベーシック,エレガント,サバナクロー,サバナクロー風の内観シリーズ
102,サバナクロー風の前景（上）②,SR,内観・外観：前景,,,,8,8,4,2,ベーシック,エレガント,サバナクロー,サバナクロー風の内観シリーズ
103,サバナクロー風の前景（下）①,SR,内観・外観：前景,,,,8,8,4,2,ポップ,ベーシック,サバナクロー,サバナクロー風の内観シリーズ
104,サバナクロー風の前景（下）②,SR,内観・外観：前景,,,,8,8,4,2,ユニーク,ベーシック,サバナクロー,サバナクロー風の内観シリーズ
105,オクタヴィネル風の前景（上）①,SR,内観・外観：前景,,,,8,8,4,2,スタイリッシュ,エレガント,オクタヴィネル,オクタヴィネル風の内観シリーズ
106,オクタヴィネル風の前景（上）②,SR,内観・外観：前景,,,,8,8,4,2,ユニーク,エレガント,オクタヴィネル,オクタヴィネル風の内観シリーズ
107,オクタヴィネル風の前景（下）①,SR,内観・外観：前景,,,,8,8,4,2,エレガント,ユニーク,オクタヴィネル,オクタヴィネル風の内観シリーズ
108,オクタヴィネル風の前景（下）②,SR,内観・外観：前景,,,,8,8,4,2,スタイリッシュ,ベーシック,オクタヴィネル,オクタヴィネル風の内観シリーズ
109,スカラビア風の前景（上）①,SR,内観・外観：前景,,,,8,8,4,2,ポップ,ユニーク,スカラビア,スカラビア風の内観シリーズ
110,スカラビア風の前景（上）②,SR,内観・外観：前景,,,,8,8,4,2,ポップ,ユニーク,スカラビア,スカラビア風の内観シリーズ
111,スカラビア風の前景（下）①,SR,内観・外観：前景,,,,8,8,4,2,ポップ,スタイリッシュ,スカラビア,スカラビア風の内観シリーズ
112,スカラビア風の前景（下）②,SR,内観・外観：前景,,,,8,8,4,2,エレガント,ユニーク,スカラビア,スカラビア風の内観シリーズ
113,ポムフィオーレ風の前景（上）①,SR,内観・外観：前景,,,,8,8,4,2,エレガント,スタイリッシュ,ポムフィオーレ,ポムフィオーレ風の内観シリーズ
114,ポムフィオーレ風の前景（上）②,SR,内観・外観：前景,,,,8,8,4,2,エレガント,スタイリッシュ,ポムフィオーレ,ポムフィオーレ風の内観シリーズ
115,ポムフィオーレ風の前景（下）①,SR,内観・外観：前景,,,,8,8,4,2,ベーシック,エレガント,ポムフィオーレ,ポムフィオーレ風の内観シリーズ
116,ポムフィオーレ風の前景（下）②,SR,内観・外観：前景,,,,8,8,4,2,スタイリッシュ,ポップ,ポムフィオーレ,ポムフィオーレ風の内観シリーズ
117,イグニハイド風の前景（上）①,SR,内観・外観：前景,,,,8,8,4,2,スタイリッシュ,ユニーク,イグニハイド,イグニハイド風の内観シリーズ
118,イグニハイド風の前景（上）②,SR,内観・外観：前景,,,,8,8,4,2,スタイリッシュ,ユニーク,イグニハイド,イグニハイド風の内観シリーズ
119,イグニハイド風の前景（下）①,SR,内観・外観：前景,,,,8,8,4,2,ユニーク,ベーシック,イグニハイド,イグニハイド風の内観シリーズ
120,イグニハイド風の前景（下）②,SR,内観・外観：前景,,,,8,8,4,2,ベーシック,エレガント,イグニハイド,イグニハイド風の内観シリーズ
121,ディアソムニア風の前景（上）①,SR,内観・外観：前景,,,,8,8,4,2,ベーシック,スタイリッシュ,ディアソムニア,ディアソムニア風の内観シリーズ
122,ディアソムニア風の前景（上）②,SR,内観・外観：前景,,,,8,8,4,2,スタイリッシュ,ベーシック,ディアソムニア,ディアソムニア風の内観シリーズ
123,ディアソムニア風の前景（下）①,SR,内観・外観：前景,,,,8,8,4,2,スタイリッシュ,エレガント,ディアソムニア,ディアソムニア風の内観シリーズ
124,ディアソムニア風の前景（下）②,SR,内観・外観：前景,,,,8,8,4,2,ユニーク,スタイリッシュ,ディアソムニア,ディアソムニア風の内観シリーズ
125,ハーツラビュル風の床,SR,内観・外観：床,,,,12,12,6,3,ポップ,ユニーク,ハーツラビュル,ハーツラビュル風の内観シリーズ
126,サバナクロー風の床,SR,内観・外観：床,,,,12,12,6,3,ベーシック,エレガント,サバナクロー,サバナクロー風の内観シリーズ
127,オクタヴィネル風の床,SR,内観・外観：床,,,,12,12,6,3,ベーシック,スタイリッシュ,オクタヴィネル,オクタヴィネル風の内観シリーズ
128,スカラビア風の床,SR,内観・外観：床,,,,12,12,6,3,ポップ,スタイリッシュ,スカラビア,スカラビア風の内観シリーズ
129,ポムフィオーレ風の床,SR,内観・外観：床,,,,12,12,6,3,スタイリッシュ,エレガント,ポムフィオーレ,ポムフィオーレ風の内観シリーズ
130,イグニハイド風の床,SR,内観・外観：床,,,,12,12,6,3,ユニーク,エレガント,イグニハイド,イグニハイド風の内観シリーズ
131,ディアソムニア風の床,SR,内観・外観：床,,,,12,12,6,3,ベーシック,スタイリッシュ,ディアソムニア,ディアソムニア風の内観シリーズ
132,ハーツラビュル風の壁,SR,内観・外観：壁紙,,,,12,12,6,3,スタイリッシュ,ポップ,ハーツラビュル,ハーツラビュル風の内観シリーズ
133,サバナクロー風の壁,SR,内観・外観：壁紙,,,,12,12,6,3,ユニーク,ベーシック,サバナクロー,サバナクロー風の内観シリーズ
134,オクタヴィネル風の壁,SR,内観・外観：壁紙,,,,12,12,6,3,エレガント,ユニーク,オクタヴィネル,オクタヴィネル風の内観シリーズ
135,スカラビア風の壁,SR,内観・外観：壁紙,,,,12,12,6,3,エレガント,ポップ,スカラビア,スカラビア風の内観シリーズ
136,ポムフィオーレ風の壁,SR,内観・外観：壁紙,,,,12,12,6,3,エレガント,スタイリッシュ,ポムフィオーレ,ポムフィオーレ風の内観シリーズ
137,イグニハイド風の壁,SR,内観・外観：壁紙,,,,12,12,6,3,ユニーク,エレガント,イグニハイド,イグニハイド風の内観シリーズ
138,ディアソムニア風の壁,SR,内観・外観：壁紙,,,,12,12,6,3,スタイリッシュ,ユニーク,ディアソムニア,ディアソムニア風の内観シリーズ
139,スタイリッシュなチェスト（黒）,SR,家具：収納,2,,,10,,7.5,,スタイリッシュ,－,なし,－
140,ベーシックなチェスト（茶）,SR,家具：収納,2,,,10,,7.5,,ベーシック,－,なし,－
141,エレガントなチェスト（白）,SR,家具：収納,2,,,10,,7.5,,エレガント,－,なし,－
142,ポップでカラフルなチェスト,SR,家具：収納,2,,,10,,7.5,,ポップ,－,なし,－
143,ユニークなデザインチェスト,SR,家具：収納,2,,,10,,7.5,,ユニーク,－,なし,－
144,スタイリッシュなガラスの水槽,SR,家具：その他,2,,,10,,7.5,,スタイリッシュ,－,なし,－
145,ベーシックなレンガの花壇,SR,家具：その他,2,,,10,,7.5,,ベーシック,－,なし,－
146,エレガントな燭台（白）,SR,家具：その他,2,,,10,,7.5,,エレガント,－,なし,－
147,ポップでカラフルな箱,SR,家具：その他,2,,,10,,7.5,,ポップ,－,なし,－
148,ユニークな机とコーヒーメーカー,SR,家具：その他,2,,,10,,7.5,,ユニーク,－,なし,－
149,ハーツラビュル風の棚（花）,R,家具：収納,1,,,4,4,3,,ポップ,－,ハーツラビュル,－
150,サバナクロー風の棚（花）,R,家具：収納,1,,,4,4,3,,ポップ,－,サバナクロー,－
151,オクタヴィネル風の棚（花）,R,家具：収納,1,,,4,4,3,,ユニーク,－,オクタヴィネル,－
152,スカラビア風の棚（花）,R,家具：収納,1,,,4,4,3,,スタイリッシュ,－,スカラビア,－
153,ポムフィオーレ風の棚（花）,R,家具：収納,1,,,4,4,3,,エレガント,－,ポムフィオーレ,－
154,イグニハイド風の棚（花）,R,家具：収納,1,,,4,4,3,,エレガント,－,イグニハイド,－
155,ディアソムニア風の棚（花）,R,家具：収納,1,,,4,4,3,,ユニーク,－,ディアソムニア,－
156,ハーツラビュル風のソファ,SR,家具：椅子,1,,,6,5,3,1.5,ユニーク,エレガント,ハーツラビュル,－
157,サバナクロー風のソファ,SR,家具：椅子,1,,,6,5,3,1.5,ポップ,ベーシック,サバナクロー,－
158,オクタヴィネル風のソファ,SR,家具：椅子,1,,,6,5,3,1.5,ユニーク,ポップ,オクタヴィネル,－
159,スカラビア風のソファ,SR,家具：椅子,1,,,6,5,3,1.5,エレガント,ユニーク,スカラビア,－
160,ポムフィオーレ風のソファ,SR,家具：椅子,1,,,6,5,3,1.5,エレガント,ベーシック,ポムフィオーレ,－
161,イグニハイド風のソファ,SR,家具：椅子,1,,,6,5,3,1.5,ユニーク,ポップ,イグニハイド,－
162,ディアソムニア風のソファ,SR,家具：椅子,1,,,6,5,3,1.5,エレガント,ベーシック,ディアソムニア,－
163,ハーツラビュル風の大きい机,SSR,家具：机,6,,,11,10,5.5,2.75,スタイリッシュ,ベーシック,ハーツラビュル,－
164,サバナクロー風の大きい机,SSR,家具：机,6,,,11,10,5.5,2.75,ユニーク,エレガント,サバナクロー,－
165,オクタヴィネル風の大きい机,SSR,家具：机,6,,,11,10,5.5,2.75,エレガント,ベーシック,オクタヴィネル,－
166,スカラビア風の大きい机,SSR,家具：机,6,,,11,10,5.5,2.75,スタイリッシュ,ユニーク,スカラビア,－
167,ポムフィオーレ風の大きい机,SSR,家具：机,6,,,11,10,5.5,2.75,エレガント,ユニーク,ポムフィオーレ,－
168,イグニハイド風の大きい机,SSR,家具：机,6,,,11,10,5.5,2.75,エレガント,ポップ,イグニハイド,－
169,ディアソムニア風の大きい机,SSR,家具：机,6,,,11,10,5.5,2.75,スタイリッシュ,ポップ,ディアソムニア,－
170,スタイリッシュな大きい机,SR,家具：机,2,,,10,,7.5,,スタイリッシュ,－,なし,－
171,ベーシックな大きい机,SR,家具：机,2,,,10,,7.5,,ベーシック,－,なし,－
172,エレガントな大きい机,SR,家具：机,2,,,10,,7.5,,エレガント,－,なし,－
173,ポップな大きい机,SR,家具：机,2,,,10,,7.5,,ポップ,－,なし,－
174,ユニークな大きい机,SR,家具：机,2,,,10,,7.5,,ユニーク,－,なし,－
